Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDW58,1586.5028886374846,OUT049
FDW14,1460.5483641342178,OUT017
NCN55,571.5782855059553,OUT010
FDQ58,2510.1655918482516,OUT017
FDY38,5859.057236304599,OUT027
FDH56,1952.6140971093305,OUT046
FDL48,737.2643039266985,OUT018
FDC48,2150.70712529642,OUT027
FDN33,1527.9456976458637,OUT045
FDA36,3063.1855078528424,OUT017
FDT44,1965.272386338489,OUT017
FDQ56,1436.8499241165005,OUT045
NCC54,572.145492526275,OUT019
FDU11,1995.9751323744608,OUT049
DRL59,838.5379221964695,OUT013
FDM24,2507.5536567667687,OUT049
FDI57,3089.5423078292124,OUT045
DRC12,3060.807973245653,OUT018
NCM42,2907.2920860319737,OUT027
FDA46,506.38363607507637,OUT010
FDA31,2853.4503980250197,OUT013
NCJ31,3924.442814980563,OUT035
FDG52,740.9038301841523,OUT046
NCL19,283.57350283148514,OUT019
FDS10,3015.0564980858053,OUT035
FDX22,569.1713955432872,OUT010
NCF19,737.6240553761679,OUT035
NCE06,2549.947742207753,OUT046
DRC27,3925.9663567229472,OUT046
FDE21,1949.9443049156387,OUT035
NCR42,131.07309565130612,OUT019
FDX51,3060.807973245653,OUT018
NCR06,665.138486869741,OUT018
FDU31,5859.057236304599,OUT027
FDU59,2555.1899452241532,OUT017
FDR03,5860.95975922785,OUT027
FDS49,2035.2191657211472,OUT027
FDD48,267.01775001598673,OUT010
NCF18,3063.1855078528424,OUT017
NCD43,2851.134222444851,OUT027
NCD54,2135.9648918709495,OUT018
FDY19,267.01775001598673,OUT010
NCY54,2853.4503980250197,OUT017
NCL19,2485.1632885011613,OUT018
FDP23,569.3162983003925,OUT010
FDC26,1730.8523322813373,OUT013
FDR14,131.07309565130612,OUT010
NCS41,3065.671711513987,OUT035
FDF41,3939.19585388888,OUT035
FDU34,1998.9499707324023,OUT046
DRH11,968.7585880260958,OUT046
FDM03,1586.5028886374846,OUT013
FDS31,3017.5195222278458,OUT017
FDJ20,1995.9751323744608,OUT017
FDV44,5121.550391829139,OUT027
FDG02,3063.1855078528424,OUT049
FDA09,2980.5950042377926,OUT013
FDT04,707.7839467004965,OUT013
FDL58,571.2563097262987,OUT019
FDE52,1488.5331350309848,OUT045
FDW12,2485.1632885011613,OUT035
FDL51,3656.479996347077,OUT017
NCY42,3006.9896193698937,OUT027
FDR07,1530.088079309037,OUT017
FDN40,2507.5536567667687,OUT045
FDB35,2716.9791864195904,OUT027
FDA22,2557.714939334753,OUT017
NCL06,4049.3194715691225,OUT046
FDI35,3017.5195222278458,OUT013
NCW42,3770.558390120942,OUT045
NCX06,2983.050716202525,OUT049
FDC37,2885.1008748796717,OUT027
FDZ14,1995.9751323744608,OUT018
DRG49,3917.8934376865986,OUT049
NCG06,4044.003872958103,OUT045
DRC36,2853.4503980250197,OUT045
FDV21,277.3160233751953,OUT019
FDB53,2500.3555122620887,OUT046
DRP47,568.9393405106623,OUT019
FDA14,2488.05336123237,OUT013
DRC24,2507.5536567667687,OUT035
FDW21,1557.0496161429942,OUT018
NCH29,1530.088079309037,OUT046
FDU58,3063.1855078528424,OUT013
FDY27,2878.0187195420067,OUT017
FDV56,1593.351137879884,OUT035
FDT59,3841.956115284469,OUT046
FDB23,3790.210463466478,OUT046
FDR49,737.8714174953498,OUT045
FDB03,572.6434526012172,OUT010
FDN39,2557.714939334753,OUT045
FDX02,5860.95975922785,OUT027
FDQ16,2885.1008748796717,OUT027
FDU35,1534.6517422396157,OUT018
NCT29,1995.9751323744608,OUT013
FDZ27,740.9038301841523,OUT046
FDN57,2018.2512202504122,OUT017
FDA03,2491.251868897506,OUT018
FDZ36,3063.1855078528424,OUT045
NCU05,1459.496155937543,OUT013
FDT39,2504.6971688770304,OUT018
FDK60,1530.088079309037,OUT017
FDZ25,2736.6110629713903,OUT017
FDG12,1995.9751323744608,OUT046
DRB01,501.7043085311232,OUT019
NCC43,5860.95975922785,OUT027
FDX13,568.5160351572141,OUT019
FDM22,868.5588661203375,OUT049
FDJ03,1022.4155731397988,OUT027
FDU14,3778.9412499108544,OUT018
FDB33,375.86921799250786,OUT010
FDP27,3063.1855078528424,OUT046
FDO38,154.53448376701309,OUT010
FDE28,5860.95975922785,OUT027
FDO27,1527.9456976458637,OUT035
DRL23,2881.447665584685,OUT027
FDS28,967.581561950699,OUT046
FDX24,1535.623417050094,OUT013
FDZ02,1530.088079309037,OUT035
FDL46,1952.6140971093305,OUT045
FDS60,4824.807142047522,OUT027
NCO06,658.884536932668,OUT017
FDO16,1430.0888606802878,OUT035
