Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDW58,1852.9996263631856,OUT049
FDW14,1579.6253027776593,OUT017
NCN55,1888.4466009137714,OUT010
FDQ58,2609.313727236629,OUT017
FDY38,5179.228541181563,OUT027
FDH56,1915.7034715959344,OUT046
FDL48,596.7354505402245,OUT018
FDC48,2777.8289439134187,OUT027
FDN33,1510.3662875297202,OUT045
FDA36,3079.223224562995,OUT017
FDT44,1997.263221232285,OUT017
FDQ56,1306.6609009702468,OUT045
NCC54,1849.418380433282,OUT019
FDU11,2045.7043562679273,OUT049
DRL59,888.7774636643587,OUT013
FDM24,2558.807389498717,OUT049
FDI57,3088.660929387768,OUT045
DRC12,2764.927186983653,OUT018
NCM42,3192.4117716776614,OUT027
FDA46,1133.654260524878,OUT010
FDA31,2798.8125418091417,OUT013
NCJ31,3878.410998597326,OUT035
FDG52,803.8870760581843,OUT046
NCL19,376.0172497194508,OUT019
FDS10,3027.5662677338123,OUT035
FDX22,1448.8065604230867,OUT010
NCF19,915.0755485850148,OUT035
NCE06,2527.7429303384456,OUT046
DRC27,3843.2279701737375,OUT046
FDE21,2025.286259991512,OUT035
NCR42,-1357.7069058385612,OUT019
FDX51,2863.215144836397,OUT018
NCR06,429.35093945817187,OUT018
FDU31,4940.216761876463,OUT027
FDU59,2712.280175799802,OUT017
FDR03,4767.686665185394,OUT027
FDS49,2760.7259864725206,OUT027
FDD48,-73.36090656101248,OUT010
NCF18,3110.833640587483,OUT017
NCD43,3099.6340365174287,OUT027
NCD54,1989.856349520967,OUT018
FDY19,-36.063395878928645,OUT010
NCY54,2810.9080571543495,OUT017
NCL19,2023.2093677862886,OUT018
FDP23,1533.6166043585151,OUT010
FDC26,1817.9674511371982,OUT013
FDR14,-1040.0940098916365,OUT010
NCS41,3035.720702435648,OUT035
FDF41,4041.7847475786066,OUT035
FDU34,2002.5747895507784,OUT046
DRH11,919.7377052008701,OUT046
FDM03,1764.0522299698146,OUT013
FDS31,3048.941452099114,OUT017
FDJ20,2092.0319993555813,OUT017
FDV44,4494.507284749441,OUT027
FDG02,3102.7476488118277,OUT049
FDA09,2910.723655975796,OUT013
FDT04,690.7840585876091,OUT013
FDL58,2294.2661794057094,OUT019
FDE52,1455.7573488698542,OUT045
FDW12,2503.711093888981,OUT035
FDL51,3549.124949897016,OUT017
NCY42,3687.339329815461,OUT027
FDR07,1658.6860659530857,OUT017
FDN40,2374.4085352650227,OUT045
FDB35,2949.7656335164447,OUT027
FDA22,2742.240548930584,OUT017
NCL06,4110.960229322832,OUT046
FDI35,2917.449486934727,OUT013
NCW42,3411.811376974647,OUT045
NCX06,2934.6577965673473,OUT049
FDC37,3192.972882959283,OUT027
FDZ14,1727.6782435077216,OUT018
DRG49,3947.4228777248563,OUT049
NCG06,3959.9775236510777,OUT045
DRC36,2721.4826507172693,OUT045
FDV21,61.84345548915883,OUT019
FDB53,2359.1871189213275,OUT046
DRP47,2042.0399937840216,OUT019
FDA14,2352.9542704013134,OUT013
DRC24,2568.014257678104,OUT035
FDW21,1414.2307356969977,OUT018
NCH29,1556.3664567155179,OUT046
FDU58,3079.461408311559,OUT013
FDY27,2946.1383289119244,OUT017
FDV56,1948.669616173719,OUT035
FDT59,3656.498698028963,OUT046
FDB23,3621.7863019709757,OUT046
FDR49,698.2293255207418,OUT045
FDB03,1908.5640273229264,OUT010
FDN39,2617.748963672794,OUT045
FDX02,4985.386547931819,OUT027
FDQ16,3188.620677298825,OUT027
FDU35,1341.9136361211504,OUT018
NCT29,1957.4402211813413,OUT013
FDZ27,830.1602370792858,OUT046
FDN57,2345.91250660008,OUT017
FDA03,2099.1734614197608,OUT018
FDZ36,2920.1391702358915,OUT045
NCU05,1322.226973711106,OUT013
FDT39,2179.964202728219,OUT018
FDK60,1722.706799739267,OUT017
FDZ25,2857.6772160288965,OUT017
FDG12,2037.0365417758426,OUT046
DRB01,1127.0823415153084,OUT019
NCC43,5377.826340261958,OUT027
FDX13,2035.650672907349,OUT019
FDM22,1028.1974819986558,OUT049
FDJ03,2306.359263039368,OUT027
FDU14,3678.0507022082597,OUT018
FDB33,624.7853673560555,OUT010
FDP27,3005.2855126936756,OUT046
FDO38,-669.6718016595406,OUT010
FDE28,5152.788044275657,OUT027
FDO27,1701.4368266255308,OUT035
DRL23,3166.7417310178307,OUT027
FDS28,963.015156476813,OUT046
FDX24,1547.70672246191,OUT013
FDZ02,1746.6568125826905,OUT035
FDL46,1812.466327000339,OUT045
FDS60,4294.9878369849275,OUT027
NCO06,635.562700364179,OUT017
FDO16,1527.696767437035,OUT035
FDC60,1538.2044094468147,OUT049
FDA48,3199.433164313563,OUT018
FDZ36,4452.523478315362,OUT027
FDK27,1877.278848566708,OUT045
FDW23,378.392851219739,OUT018
FDM14,1509.8954537273562,OUT018
FDM14,1787.4337248224238,OUT013
FDW60,2603.234033799194,OUT018
FDE21,1909.9953185589438,OUT013
NCM42,1881.6465228828747,OUT035
FDY59,-372.48323992424514,OUT010
DRI49,1380.77193789938,OUT049
FDT28,510.4407340271364,OUT019
FDQ22,408.83034234994693,OUT018
FDR60,1335.1034714189918,OUT049
FDC50,-393.41114387129244,OUT019
FDV24,2457.7567364769907,OUT013
DRF48,1026.289613976237,OUT010
FDQ47,638.5136151047258,OUT046
DRN36,1662.914315108275,OUT049
NCY06,2173.6394047370663,OUT035
FDE52,1658.9045023016658,OUT035
NCB54,1936.7469199699922,OUT045
NCF31,2548.2554505353255,OUT035
FDJ08,4448.179903782822,OUT027
NCC07,1786.8726880922954,OUT017
NCD19,2357.6662906909187,OUT027
FDL46,2012.1464187049946,OUT049
FDM20,3834.188368218962,OUT045
NCI06,918.4146327275018,OUT010
DRM11,4219.6366132832545,OUT035
NCH07,2205.8436782728245,OUT018
FDS23,2083.0715871468933,OUT013
FDO49,599.2623551661322,OUT018
FDS35,1164.0790274493988,OUT049
DRK39,1276.4686936433213,OUT045
DRI39,1036.640887665694,OUT049
FDV04,2639.307213318711,OUT017
NCN14,3008.7396520011043,OUT035
FDH08,3688.2790116376577,OUT013
FDS20,2911.0712505568745,OUT046
FDV40,1357.205469407514,OUT049
FDZ48,-140.38081641831616,OUT010
FDS24,2910.4954089300404,OUT027
FDK44,2861.529133635573,OUT049
FDS48,2343.02515707402,OUT045
FDK26,1104.7808860482066,OUT010
FDD23,2971.9768193283976,OUT045
NCH54,2636.2963637871835,OUT017
NCP14,-248.75873716525712,OUT010
FDM60,-1182.7515105618868,OUT010
FDV24,2522.517392632408,OUT017
FDH08,3345.345106455227,OUT018
FDS12,3463.2209514351666,OUT027
FDR39,4318.266187086681,OUT027
FDP12,2124.9411649499043,OUT027
